品牌,型号,类型,tags,上牌时间(年),里程数(万公里),价格(万)
福特,福克斯 2011款 三厢 1.8L 自动时尚型,自动,|有VIN码||新上架||0次过户|,2011,8,1.48
现代,名图 2014款 1.8L 自动智能型GLS,自动,|有VIN码||0次过户|,2015,9,3.98
宝马,3系(进口) 2013款 320i运动设计套装,自动,|有VIN码|,2013,9.5,7.4
金杯,阁瑞斯 2013款 2.0L智领标准型7座 全运纪念版国四,手动,|有VIN码|,2013,9,1.48
菲亚特,菲翔 2012款 1.4T 自动悦享版,自动,|有VIN码||0次过户|,2014,14,1.98
奔驰,E级(进口) 2010款 E 300 时尚型豪华版,自动,|有VIN码||0次过户|,2010,17,6.68
猎豹汽车,猎豹CS10 2017款 2.0T 自动都市型,自动,|有VIN码||新上架||0次过户|,2018,9,2.98
斯柯达,明锐 2019款 TSI280 DSG豪华版,自动,|有VIN码||0次过户|,2019,5.1,7.38
丰田,RAV4荣放 2016款 2.0L CVT两驱智尚版 国V,自动,|有VIN码||0次过户|,2017,14.2,8.98
众泰,T600 Coupe 2017款 1.5T 自动旗舰型,自动,|有VIN码||0次过户|,2018,6,2.38
日产,奇骏 2017款 2.0L CVT时尚版 2WD,自动,|有VIN码||0次过户|,2017,6.2,5.98
奔驰,C级(进口) 2016款 C 200 轿跑版,自动,|0次过户|,2015,7.8,15.8
雷克萨斯,ES 2018款 260 卓越版 国VI,自动,|0次过户|,2017,5.5,15.5
奔驰,C级 2016款 C 200 L 运动型,自动,|0次过户|,2015,5.2,11.28
别克,君威 2019款 28T 尊享型 国V,自动,|0次过户|,2018,9.3,6.75
长安,CS75 PLUS 2020款 1.5T 自动豪华型,自动,|0次过户|,2020,4,5.88
奔驰,GLB 2020款 改款 GLB 200 时尚型,自动,|0次过户|,2020,3,14.68
本田,思域 2019款 220TURBO CVT燃动版 国VI,自动,|0次过户|,2018,6,6.88
长安,CS35PLUS 2018款 1.6L 自动畅联版 国V,自动,|新上架||0次过户|,2018,5.8,3.58
奥迪,A7 2012款 3.0TFSI quattro舒适型,自动,|0次过户|,2011,12.6,10.8
大众,朗逸 2019款 280TSI DSG舒适版 国VI,自动,|0次过户|,2019,6,6.55
马自达,CX4 2016款 2.0L 自动两驱蓝天活力真皮版,自动,|0次过户|,2015,6.8,4.58
捷豹,XFL 2018款 XFL 2.0T 200PS 风华版,自动,|0次过户|,2018,7,10.68
现代,途胜 2015款 1.6T 双离合两驱智能型,自动,|0次过户|,2015,10,4.18
现代,途胜 2018款 1.6T 双离合两驱15周年特别版,自动,|新上架||0次过户|,2018,5,5.7
别克,君威 2015款 1.6T 精英技术型,自动,|0次过户|,2015,7,4.18
奔驰,A级 2019款 A级 改款 A 200 L 运动轿车,自动,|0次过户|,2019,5,13.88
吉利汽车,帝豪 2022款 第4代 1.5L CVT精英型,自动,|准新车||新上架||0次过户||原厂质保|,2022,2,2.58
福特,福克斯 2019款 三厢 1.5L 自动锋跃型 国V,自动,|0次过户|,2019,5,3.86
标致,408 2015款 1.2T 自动豪华版,自动,|0次过户|,2015,9.8,3.38
雪佛兰,迈锐宝 2013款 2.0L 自动舒适版,自动,|0次过户|,2014,9.6,3.48
金杯,快运 2018款 2.0L豪华型V19,手动,|0次过户|,2018,8.3,2.98
东风,俊风ER30 2018款 基本型,自动,|0次过户|,2019,5,2.88
比亚迪,S7 2016款 2.0T 自动旗舰型,自动,|0次过户|,2017,6,3.28
别克,英朗 2016款 15N 自动豪华型,自动,|新上架|,2016,8.6,4.38
吉利汽车,帝豪GS 2018款 运动版 1.4T 手动领尚型,手动,|新上架||0次过户|,2018,7.2,3.68
福特,锐界 2016款 EcoBoost 245 四驱豪锐型 7座,自动,,2017,10,10.68
长安,CS35 2015款 1.6L 手动尊贵型 国V,手动,|新上架||0次过户|,2015,8,1.98
威麟,V5 2010款 2.0L 自动清凉版豪华型,自动,|0次过户|,2012,8,0.98
长安凯程,长安之星9 2015款 1.5L 标准型4G15S,手动,|0次过户|,2016,8,1.88
长安凯程,长安之星9 2015款 1.5 手动 标准型7座,手动,|0次过户|,2018,8,1.98
大众,途观 2015款 1.8TSI 自动两驱豪华型,自动,|0次过户|,2015,8,5.68
五菱汽车,五菱宏光 2014款 1.2L 基本型国IV,手动,|0次过户|,2015,8,1.28
奇瑞,瑞虎5 2014款 2.0L CVT家悦版,自动,|0次过户|,2013,9.5,1.54
大众,途锐 2014款 3.0TSI 新锐版,自动,|0次过户|,2014,9,11.28
凯迪拉克,CT5 2020款 28T 豪华型,自动,|0次过户|,2020,5.6,12.88
Jeep,指南者 2020款 220T 自动舒适版,自动,|0次过户|,2020,4.8,6.38
大众,宝来 2021款 1.5L 自动精英智联版,自动,|新上架||0次过户|,2020,3,6.1
起亚,智跑 2016款 2.0L 自动两驱版GLS,自动,|0次过户|,2016,8,4.08
哈弗,F7x 2019款 1.5T 两驱极智潮玩版,自动,|0次过户|,2021,1.8,5.28
日产,天籁 2016款 2.0L XL舒适版,自动,|0次过户|,2017,13.5,5.58
标致,4008 2017款 350THP 精英版,自动,|0次过户|,2017,11,4.98
丰田,卡罗拉 2019款 1.2T SCVT GL先锋版,自动,|0次过户|,2019,5.2,5.08
大众,朗逸 2019款 280TSI DSG舒适版 国VI,自动,|0次过户|,2019,4.3,7.58
马自达,2 2012款 三厢炫动 1.3L 自动标准版,自动,|新上架||0次过户|,2011,11,1.5
日产,奇骏 2017款 2.0L CVT时尚版 2WD,自动,|新上架||0次过户|,2016,7,5.7
宝马,3系 2019款 320Li 时尚型,自动,|新上架||0次过户|,2019,4.5,9.88
众泰,SR9 2017款 2.0T 自动极致之路版,自动,|新上架|,2016,8,2
别克,昂科拉 2014款 1.4T 自动两驱都市精英型,自动,|新上架||0次过户|,2013,9,2.3
大众,迈腾 2011款 1.8TSI DSG豪华型,自动,|0次过户|,2011,11.2,1.88
长安,逸动 2018款 1.6L GDI 自动尊尚型,自动,|0次过户|,2018,6,3.18
丰田,RAV4荣放 2018款 2.0L 奕驰版国VI,自动,|新上架||0次过户|,2017,7,6.5
奥迪,Q7 2012款 3.0 TFSI 进取型(200kW),自动,|新上架||0次过户|,2011,10,7
众泰,SR9 2017款 2.0T 自动极致之路版,自动,|0次过户|,2016,5,2.1
本田,飞度 2016款 1.5L LXS CVT舒适天窗版,自动,|0次过户|,2016,7.2,3.38
启辰,T70 2016款 2.0L CVT睿行版,自动,|新上架||0次过户|,2015,8,2.8
奔驰,E级 2017款 E 200 L 4MATIC,自动,|新上架||0次过户|,2016,7.2,17.49
荣威,RX3 2018款 1.6L CVT互联网智享版,自动,|0次过户|,2018,6.7,3.18
华泰,宝利格 2013款 1.8T 自动两驱智汇版,自动,,2012,11,0.88
日产,天籁 2013款 2.0 XL CVT舒适版,自动,|0次过户|,2013,10.1,1.92
奥迪,Q3 2019款 35 TFSI 进取动感型,自动,|0次过户|,2019,4.5,10.88
现代,途胜 2015款 1.6T 双离合两驱智能型,自动,|新上架||0次过户|,2017,5.8,5.2
本田,雅阁 2014款 2.0L LX 舒适版,自动,|新上架||0次过户|,2013,9.5,5
宝马,7系 2009款 740Li领先型,自动,|0次过户|,2009,15,7.18
吉利汽车,帝豪GS 2016款 优雅版 1.3T 自动领尚型,自动,|0次过户|,2015,7.8,2.5
吉利汽车,博越 2020款 1.8TD DCT智慧PRO,自动,|0次过户|,2020,5,5.58
沃尔沃,XC60 2017款 T5 AWD 智进升级版,自动,|0次过户|,2017,7,9.3
现代,名图 2021款 名图 1.8L CVT精英版GLX,自动,|0次过户|,2021,3,6.78
名爵,6 2013款 三厢 1.8L 自动舒适版,自动,,2012,9.6,1.07
比亚迪,唐 2018款 2.0T 自动智联尊尚型 七座 国V,自动,|0次过户|,2018,6.7,4.8
福特,福克斯 2020款 两厢 EcoBoost 180 自动锋潮型,自动,|新上架||0次过户|,2019,4.2,6.5
本田,雅阁 2015款 2.0L LX 舒适版,自动,|0次过户|,2016,8.9,5.58
日产,天籁 2019款 2.0L XE 时尚版,自动,|0次过户|,2019,5.2,6.2
马自达,6 2012款 2.0L 自动时尚型,自动,|新上架||0次过户|,2011,11,1.92
名爵,6 2017款 20T 自动精英智联版 国V,自动,|新上架||0次过户|,2016,6,3
红旗,H5 2020款 1.8T 自动智联旗韵版,自动,|新上架||0次过户|,2019,3,6
奇瑞,艾瑞泽8 2022款 1.6T DCT优,自动,|新上架||0次过户||原厂质保|,2021,2.5,5.1
雪佛兰,迈锐宝 2018款 530T 自动豪华版,自动,|0次过户|,2018,6,3.58
马自达,阿特兹 2015款 2.0L 蓝天时尚版,自动,|0次过户|,2014,8,4.28
奥迪,A6L 2014款 30 FSI 舒适型,自动,|0次过户|,2015,9.6,10.88
哈弗,H6 2018款 蓝标 运动版 1.5T 自动两驱精英型,自动,|0次过户|,2017,4.7,3.52
菲亚特,菲翔 2015款 1.4T 自动智享版,自动,|0次过户|,2014,9.2,1.9
比亚迪,L3 2015款 节能版 1.5L 自动舒适型,自动,|0次过户|,2016,8,1.45
五菱汽车,五菱荣光 2012款 1.5L加长基本型,手动,|0次过户|,2013,6,1.18
凯马,锐捷 2022款 ES26舒适版 国轩高科,变速箱,|新上架||0次过户||原厂质保|,2021,4.3,4.6
长安凯程,欧诺S 2019款 1.5L欧诺S经济型7座JL473QG,手动,|0次过户|,2019,3,2.78
本田,CRV 2010款 2.0L 自动四驱经典版,自动,|0次过户|,2011,10,3.48
大众,帕萨特领驭 2007款 1.8T 手动豪华型,手动,|0次过户|,2009,13,1.38
长安凯程,长安之星 2013款 1.2L新长安之星基本型,手动,|0次过户|,2016,8,1.18
金杯,海狮X30L 2021款 1.5L财富中央空调版客车国VI SWC15M,手动,|0次过户||原厂质保|,2021,5.3,2.98
众泰,Z300 2014款 新视界 1.6L 自动豪华型,自动,|0次过户|,2017,5,1.98
长安凯程,长安睿行S50 2018款 S50V 1.5L 物流版7座 国V,手动,|0次过户|,2021,4,2.98
长安,逸动 2014款 1.6L 手动精英型,手动,|0次过户|,2015,8,1.48
东风风行,菱智 2013款 V3 1.5L 7座舒适型,手动,,2013,10,1
金杯,快运 2020款 2.0L升级版国V舒适型6座V19,手动,|0次过户|,2020,7.2,4.68
五十铃,瑞迈 2022款 2.8T经典柴油四驱舒享型标轴版JE493ZLQ6E,手动,|准新车||0次过户||原厂质保|,2022,3,8.88
东风风行,景逸S50 2016款 EV,变速箱,|0次过户|,2018,6.8,3.28
长安凯程,长安之星2 2009款 1.0LSC6399E 基本型,手动,|新上架||0次过户|,2010,6,0.38
宝马,3系 2013款 320Li 时尚型,自动,,2012,10.7,5.65
现代,胜达 2019款 380 TGDi GL 自动两驱精英版 国V,自动,|0次过户|,2019,5,8.68
奥迪,A4 2007款 1.8T 自动标准型,自动,|0次过户|,2006,13.6,1.36
长安,逸动 2021款 PLUS 蓝鲸NE 1.4T GDI DCT尊贵型,自动,|0次过户|,2020,5.4,4.28
宝马,3系 2013款 320Li 时尚型,自动,,2012,10.6,5.68
大众,途昂 2019款 380TSI 四驱豪华版 国V,自动,|0次过户|,2019,5.8,14.88
大众,凌渡 2015款 280TSI DSG舒适版,自动,|0次过户|,2015,9,4.88
吉利汽车,博瑞 2018款 1.5T MHEV 耀驰版,自动,|0次过户|,2017,5.3,4.2
雪佛兰,科帕奇 2014款 2.4L 四驱旗舰版 7座,自动,|新上架||0次过户|,2014,11.3,2.58
本田,XRV 2017款 1.8L EXi CVT舒适版,自动,|0次过户|,2017,5.1,6.28
凯迪拉克,XT4 2018款 28T 两驱领先型,自动,|0次过户|,2019,7,10.58
大众,高尔夫 2014款 1.4TSI 自动舒适型,自动,|0次过户|,2013,9.3,3.58
大众,宝来 2008款 1.6L 自动时尚型,自动,|0次过户|,2007,11,1.38
福特,蒙迪欧 2018款 EcoBoost 180 智控时尚型 国VI,自动,|0次过户|,2018,5,6.18
丰田,卡罗拉 2017款 1.6L CVT GL,自动,|0次过户|,2018,6.5,4.78
马自达,阿特兹 2015款 2.0L 蓝天豪华版,自动,|0次过户|,2014,8.5,4.68
红旗,H5 2018款 30TD 智联韵动版,自动,|新上架||0次过户|,2018,5.3,4.98
吉利汽车,缤越 2019款 260T DCT猎手 国V,自动,|0次过户|,2018,3,2.88
别克,昂科威 2014款 28T 四驱精英型,自动,|0次过户|,2014,10,4.58
凯迪拉克,XT4 2018款 28T 两驱领先型,自动,|0次过户|,2018,8,9.9
别克,君威 2015款 2.0L 精英时尚型,自动,|0次过户|,2014,9,3.2
本田,飞度 2011款 1.5L 自动豪华版,自动,|0次过户|,2010,11,2.15
奔驰,A级 2021款 A 220 L 4MATIC 运动轿车,变速箱,|新上架||0次过户||原厂质保|,2021,2.5,8
起亚,K5 2016款 1.6T 自动GLS,自动,|0次过户|,2016,10,4.38
宝马,1系 2021款 改款 125i M运动曜夜版,自动,|0次过户||原厂质保|,2022,1.3,11.58
奇瑞,瑞虎8 2018款 1.5TCI 自动豪华型 7座,自动,|0次过户|,2017,5.6,4.1
福特,蒙迪欧 2018款 EcoBoost 200 智控时尚型 国VI,自动,|0次过户|,2018,8.5,7.68
日产,轩逸 2014款 1.6XV CVT尊享版,自动,|0次过户|,2014,9.9,2.89
凯迪拉克,ATSL 2017款 28T 时尚型,自动,|0次过户|,2016,6.7,7.35
起亚,智跑 2015款 2.0L 自动两驱版GLS,自动,|0次过户|,2015,9,3.68
大众,捷达 2017款 1.5L 自动舒适型,自动,|新上架||0次过户|,2017,6.2,3.56
别克,GL8 2011款 2.4L CT豪华商务舒适版,自动,|0次过户|,2010,12.5,3.28
领克,03 2018款 1.5TD DCT劲Pro版 国V,自动,|0次过户|,2017,5,5.1
起亚,智跑 2019款 2.0L 自动智享豪华版,自动,|0次过户|,2019,5.1,6.1
吉利汽车,远景X3 2019款 升级版 1.5L CVT精英型,自动,|0次过户|,2018,4.2,2.75
大众,迈腾 2018款 330TSI DSG 领先型,自动,|0次过户|,2018,5.9,9.78
大众,朗逸 2018款 经典 1.5L 自动风尚版 国VI,自动,|新上架||0次过户|,2018,7.2,4.18
长安,CS85 COUPE 2021款 2.0T 自动尊贵型,自动,|准新车||0次过户||原厂质保|,2022,1,6.78
凯迪拉克,ATSL 2016款 28T 时尚型,自动,|新上架||0次过户|,2016,8,6.58
大众,Polo 2014款 1.6L 自动舒适版,自动,|新上架|,2013,9.2,2.5
奥迪,A6L 2010款 2.4L 舒适型,自动,|新上架|,2009,15,3.28
名爵,MG6 2021款 Pro 1.5T 自动Trophy旗舰版,自动,|0次过户|,2021,3,5.1
现代,北京ix35 2015款 2.0L 自动两驱智能型 国V,自动,|新上架||0次过户|,2014,8.8,3.38
别克,君威 2014款 2.0L 精英时尚型,自动,|0次过户|,2014,9.4,2.58
斯柯达,速派 2016款 TSI330 DSG智行版,自动,|0次过户|,2015,8.3,4.8
奔驰,C级 2016款 C 200 运动版,自动,|0次过户|,2016,8.2,11.28
捷豹,XF 2015款 XF 2.0T 风华版,自动,|0次过户|,2014,8.8,6.58
比亚迪,S7 2015款 2.0T 升级版 自动尊贵型,自动,|0次过户|,2014,9,1.88
吉利汽车,缤越 2019款 运动款 260T DCT Battle 国VI,自动,|新上架||0次过户|,2018,8,3.78
吉利汽车,星越L 2021款 2.0TD DCT EVO两驱豪华型,自动,|0次过户|,2020,4.6,6.98
纳智捷,优6 SUV 2015款 1.8T 新创型,自动,,2014,8,1.6
魏牌,VV7 2017款 2.0T 豪华型,自动,|0次过户|,2016,6.8,4.78
丰田,汉兰达 2018款 汉兰达 2.0T 两驱精英版 5座 国VI,自动,|0次过户|,2018,7.5,12.18
领克,01 2021款 2.0TD 两驱型Pro,自动,|0次过户||原厂质保|,2021,4.2,9.32
长安,CS85 COUPE 2019款 1.5T DCT品版 国VI,自动,|0次过户|,2020,3.9,5.58
长安,CS35 2016款 1.6L 自动豪华型 国V,自动,|0次过户|,2015,6.5,2.38
大众,途观L 2017款 330TSI 自动两驱风尚版,自动,,2016,10,6.8
福特,金牛座 2015款 EcoBoost 245 至尊型,自动,|0次过户|,2016,9,6.88
长安欧尚,X5 2021款 1.5T DCT精英型,自动,|新上架||0次过户|,2020,4,3.26
本田,思域 2019款 220TURBO CVT燃动版 国V,自动,|0次过户|,2020,4.6,7.78
奥迪,A3 2016款 Limousine 35 TFSI 领英型,自动,|0次过户|,2016,8,5.5
大众,朗逸 2013款 改款经典 1.6L 自动风尚版 国V,自动,,2012,11.3,1.88
大众,速腾 2018款 280TSI DSG舒适型,自动,|0次过户|,2018,6,6.18
奥迪,A6L 2012款 TFSI 标准型,自动,,2011,10,7.28
奥迪,TT 2014款 TT Coupe 45 TFSI quattro 悦尚型,自动,|0次过户|,2013,8.6,9.5
奇瑞,瑞虎8 PLUS 2021款 290TGDI DCT豪情版,变速箱,|0次过户||原厂质保|,2021,4.2,8.2
长安,CS55PLUS 2020款 长安CS55 PLUS 1.5T 自动炫动型,自动,|0次过户|,2020,4.5,7.88
长安,逸达 2023款 蓝鲸NE 1.5T GDI DCT尊贵型,自动,|准新车||0次过户||原厂质保|,2022,4,4.75
丰田,雷凌 2016款 1.6G CVT精英版,自动,|0次过户|,2015,8.5,3.65
长安,逸动 2023款 畅享版 PLUS 蓝鲸NE 1.4T GDI DCT尊贵版,自动,|准新车||0次过户||原厂质保|,2024,0.5,6.28
奇瑞,瑞虎8 2020款 改款 290TGDI 自动尊贵版,自动,|0次过户|,2020,7,5.68
奥迪,A3(进口) 2015款 三厢 2.0T quattro,变速箱,|新上架||0次过户|,2015,6.5,4.5
奥迪,A4L 2009款 2.0 TFSI 标准型,自动,|0次过户|,2008,12,2.8
大众,凌渡 2018款 230TSI DSG风尚版,自动,|0次过户|,2017,7,5.33
大众,尚酷 2010款 2.0TSI 豪华版,自动,|0次过户|,2010,11.3,3.1
丰田,卡罗拉 2021款 TNGA 1.5L CVT先锋版,自动,|0次过户||原厂质保|,2021,6.2,5.38
凯迪拉克,XT5 2018款 25T 豪华型,自动,|0次过户|,2018,6,11.78
福特,蒙迪欧致胜 2013款 2.3L 时尚型,自动,,2013,12,1.88
福特,蒙迪欧 2013款 1.5L GTDi180时尚型,自动,|0次过户|,2013,12,3.18
丰田,花冠 2013款 1.6L 自动卓越版,自动,|0次过户|,2012,9.8,2.55
本田,飞度 2014款 1.5L LX 手动舒适型,手动,|0次过户|,2013,9.5,2.8
大众,帕萨特 2014款 1.8TSI 自动尊荣版,自动,|0次过户|,2014,9.7,4.88
宝马,7系 2011款 730Li典雅型,自动,,2010,11.7,6.9
奥迪,A6L 2008款 2.0T 自动标准型,自动,|0次过户|,2008,9,1.58
长安,CS55PLUS 2020款 1.5T 自动炫色型,自动,|0次过户|,2019,3.9,5.3
大众,途锐 2011款 3.0TSI 舒适型,自动,|0次过户|,2011,11,8.28
大众,Polo 2018款 1.5L 自动安驾型,自动,|0次过户|,2019,3.8,4.1
大众,宝来 2018款 1.5L 自动时尚型,自动,|0次过户|,2018,4.7,4.38
福特,锐界(进口) 2012款 2.0T 尊锐型,自动,,2011,14.3,3.28
大众,迈腾 2019款 330TSI DSG 豪华型 国V,自动,|0次过户|,2019,5.6,9.88
奔驰,S级 2008款 S 300 L 尊贵型,自动,|0次过户|,2008,12,8.88
奔驰,GLA 2017款 GLA 220 4MATIC 时尚型,自动,|0次过户|,2017,8.7,9.58
福特,蒙迪欧致胜 2011款 2.0L 舒适型,手动,,2010,10.3,1.38
宝马,X6 2012款 xDrive35i,自动,|0次过户|,2012,10.9,9.85
本田,杰德 2017款 1.8L 自动舒适版 5座,自动,|0次过户|,2018,6,5.9
奥迪,Q5 2018款 典藏版 40 TFSI 进取型,自动,||检测报告||有VIN码|,2018,4.43,16.9
奥迪,Q5 2018款 典藏版 40 TFSI 进取型,自动,||检测报告||有VIN码|,2018,4.43,16.9
奥迪,Q5L 2022款 40T 豪华动感型,自动,||检测报告||有VIN码|,2002,2.55,28.8
奥迪,Q5L 2022款 40T 豪华动感型,自动,||检测报告||有VIN码|,2002,2.55,28.8
奔驰,GLA 2019款 GLA 200 动感型,自动,||检测报告||有VIN码|,2019,3.15,13.5
奔驰,GLA 2019款 GLA 200 动感型,自动,||检测报告||有VIN码|,2019,3.15,13.5
宝马,X1 2015款 sDrive18i 领先晋级版,自动,||检测报告||有VIN码|,2016,13.86,7.38
Jeep,指南者(进口) 2014款 改款 2.4L 四驱舒适版,自动,||检测报告||有VIN码|,2015,10.75,4.88
雪佛兰,科鲁泽 2019款 RS 330T 自动畅快版 国VI,自动,||检测报告||有VIN码|,2020,3.96,4.98
雪佛兰,科鲁泽 2019款 RS 330T 自动畅快版 国VI,自动,||检测报告||有VIN码|,2020,3.96,4.98
特斯拉,Model Y 2021款 标准续航后驱版,自动,||检测报告||有VIN码||原厂质保|,2021,3.03,18.88
特斯拉,Model 3 2021款 Performance高性能全轮驱动版 3D6,自动,||检测报告||有VIN码||原厂质保|,2021,3.68,15.0
特斯拉,Model 3 2021款 Performance高性能全轮驱动版 3D6,自动,||检测报告||有VIN码||原厂质保|,2021,3.68,15.0
雪佛兰,探界者 2017款 550T 自动四驱捍界版,自动,||检测报告||有VIN码|,2017,9.92,8.9
特斯拉,Model Y 2022款 长续航全轮驱动版,自动,||检测报告||有VIN码|,2002,5.58,21.38
吉利汽车,博越 2016款 1.8TD 自动智尊型,自动,|有VIN码||0次过户|,2016,8,4.15
猎豹汽车,猎豹CS10 2017款 2.0T 自动都市型,自动,|有VIN码||0次过户|,2017,8,2.88
标致,508 2015款 1.6THP 自动致逸版,自动,|有VIN码||0次过户|,2016,9,5.38
大众,速腾 2020款 200TSI DSG舒适型 国VI,自动,|有VIN码||0次过户|,2021,5.2,8.58
铃木,天语 SX4 2008款 两厢 1.6L 自动锐骑豪华型,自动,|有VIN码|,2008,11.6,1.38
大众,凌渡 2019款 230TSI DSG风尚版 国VI,自动,|有VIN码||0次过户|,2019,8.98,8.98
领克,01 2020款 领克01 2.0T 两驱纯Pro版 国VI,自动,|有VIN码||新上架||0次过户|,2020,6,7.98
三菱,劲炫ASX 2013款 2.0L CVT两驱精英版,自动,|有VIN码||新上架||0次过户|,2014,11.7,3.45
长安,逸动 2014款 1.6L 手动尊贵型,手动,|有VIN码|,2014,14,1.25
大众,帕萨特 2011款 1.8TSI DSG尊荣版,自动,|有VIN码||0次过户|,2011,10,3.88
哈弗,M6 2018款 1.5T DCT两驱精英型,自动,|有VIN码||0次过户|,2019,2,5.28
宝马,X3(进口) 2014款 xDrive20i 领先型,自动,|有VIN码||0次过户|,2015,10.7,11.38
雪佛兰,赛欧 2013款 三厢 1.4L 手动理想版,手动,|有VIN码||0次过户|,2013,10,1.28
SWM斯威汽车,SWM斯威X7 2018款 1.5T 自动智享型 7座,自动,|有VIN码||0次过户|,2019,6,3.4
丰田,汉兰达 2012款 2.7L 两驱7座精英版,自动,|有VIN码||0次过户|,2013,12.3,7.88
别克,凯越 2015款 1.5L 自动经典型,自动,|有VIN码||0次过户|,2016,6.4,3.28
宝骏,560 2015款 1.8L 手动豪华型,手动,|有VIN码||0次过户|,2016,10,2.28
标致,3008 2016款 1.6THP 自动经典版,自动,|有VIN码||0次过户|,2017,7,4.98
长安,睿骋CC 2018款 1.5T 自动智雅型 国V,自动,|有VIN码||0次过户|,2019,5.7,5.92
奔驰,C级 2022款 改款 C 260 L,自动,|有VIN码||准新车||0次过户||原厂质保|,2022,2.9,28.28
大众,帕萨特领驭 2009款 2.0L MFI 自动尊享型,自动,|有VIN码|,2011,13.5,1.78
大众,朗逸 2008款 1.6L 自动品悠版,自动,|有VIN码||0次过户|,2009,9,1.86
福特,翼虎 2015款 1.5L GTDi 两驱舒适型,自动,|有VIN码||新上架||0次过户|,2015,8.1,4.88
奔驰,S级 2016款 S 320 L 商务型,自动,|有VIN码||0次过户|,2016,7,46.8
沃尔沃,XC90 2021款 B5 智行豪华版 5座,自动,|有VIN码||0次过户||原厂质保|,2022,6,37.8
奥迪,Q7 2014款 35 TFSI 进取型,自动,|有VIN码||0次过户|,2014,17,13.8
